ff038cad222b1b5f1nJ92tq0FVBR,8DqkLzZb8SM.search.13,"
                【任职要求】1.中专及以上学历，本科优先。2.年龄20-35岁。形象佳，亲和力强，乐观开朗，乐于沟通，与时俱进，心态年轻积极。3.能运用office软件4.有经验做标书的优先【福利待遇】五险一金，员工旅游，绩效奖金，年终奖金，定期体检，包吃包住，一天三顿免费管饱，转正即可入住，解决你的住宿困扰。地点：上海市—闵行区都会路909号【薪资待遇】 4k~7k【工作职责】1、负责办公室行政工作。2、沟通协调部门日常。3、协助经理相关工作。4、完成来访客户接待。期待有梦想，够坚持，做事认真的小伙伴加入，能一起共同发展，或许你没有相关工作经验，没关系，我们可以培训+培养，只要你努力学习，成长，有自己的想法，我们会提供很好的晋升空间！提供最大的舞台！
            "
c16afc0297a85ab11n142Nm5F1FR,8DqkLzZb8SM.search.14,"
                职责描述：1.负责合同打印、整理、快递事务。2.负责前台访客接待和行政后勤保障相关事宜。3.协助入职离职手续办理。4.协助员工活动的办理。5.根据领导安排，完成其他工作。任职要求：1.一周需出勤5天。2.做事积极主动，沟通能力强，性格外向。3.工作严谨认真，执行力强，且具备极强的服务意识与责任感，具备一定的抗压力。培养计划优秀毕业生可留用，有编制。
            "
9e067cc62fd3dc351n172t21GVRY,8DqkLzZb8SM.search.15,"
                岗位职责：运用 react/antd/bigfish 技术栈开发，涉及小程序 、移动端H5任职要求：１.对于资深要求中提到的技术，对技术细节有进一步深入了解，能够灵活运用，做出架构提升 2. 有前沿探究的sense，并能够结合判断是否适用于业务。 有技术能力影响力 3.在某个技术领域有深入的研究和特长 4.能把控某条产品线的技术架构，完成复杂或跨线项目的技术实现 5.对行业新技术有敏感度，能结合支付宝实际情况在工作中采用，并推广到团队 6.能够有自己的开源框架产出，最好是PC端开发经验 任职要求： 1.4年以上前端开发经验，在高级要求的基础上，精通前端开发相关基础技术，同时能承担团队内开发人员的指导工作 2.对技术细节有进一步深入了解，能够灵活运用，做出架构提升，并具备落地实践经验 3.有能力把控产品线的技术架构业务介绍：阿里发票业务是有阿里提供的全场景发票服务，支持包括经济体内和外部的企业、商户进行开票服务，提供，发票基础能力；同时支持用户和消费者进行发票申请、发票归集和发票报销业务。
            "
2990a70df633700d1nJ709m8GFJV,8DqkLzZb8SM.search.16,"
                1、负责公司企业文化建设，组织策划及开展公司活动，主题节日活动，团建活动；2、收集员工的活动反馈、满意度等信息，进行数据分析并形成报告；3、各类会议的组织、安排、服务工作；4、负责公司环境卫生的监督管理工作，为业务部门提供必要的后勤支持；5、公司车辆、宿舍、保安、保洁的日常管理及费用控制；6、按时完成公司每个月报及数据分析7、协助上级领导完成行政事务及部门内部日常事务，加强行政部与其他部门的联系。任职资格1、行政管理或相关专业，大专以上学历；2、具备一定的行政管理知识；3、熟练使用office办公软件及自动化设备；4、性格外向开朗，工作细致、认真、有责任心，较强的沟通协调以及语言表达能力。
            "
dc00714f78e425be0n193d68FVA~,8DqkLzZb8SM.search.17,"
                上海长宁区拼搏网球俱乐部招聘行政人员一名一、1.五官端正                                              2.性格开朗，沟通能力强 （特别重要），工作认真 负责                                                            3.能承受一定压力，工作认真努力。职位要求1.爱笑 亲和力强 是小朋友的开心果2.工作认真努力负责 能快速处理事情3.喜欢运动健身 4.身体健康 体态匀称 5.无家庭负担 生活自由 无不良嗜好 节假日我们要举行比赛二、工作内容： 负责俱乐部线上推广工作，安排场地教练，沟通学员，文档管理，回访满意度等工作三、工作地点:新时空商务广场(近中山公园，长宁龙之梦)工作环境好四、薪资面议 有五险一金五. 住址离长宁区中山公园办公室比较近，二号三号四号地铁步行三分钟即到。
            "
22e70ae65ea9a93b0nJy0t69EVc~,8DqkLzZb8SM.search.18,"
                工作职责：1. 总机的接听与转接；2. 访客的接待，及时告知被访人员；3. 月报、宣传册等行政部门的文件制作；4. 上级主管交办的其他事项。任职资格：1. 有一年以上行政后勤类岗位经验；2. 常用办公软件会基本操作；3. 亲和力佳，有较好的沟通协调能力。
            "
8f53997b81330b9c0nx93dW7FVQ~,8DqkLzZb8SM.search.19,"
                【岗位职责】1.负责公司办公室对内、对外发函、申请、通知等文件的起草；2.负责解决门店后勤工作，包括门店宿舍事务处理，员工关系处理，门店客户纠纷处理；3.负责安排公司日常后勤工作，包括来宾接待、会议管理其他事务的调度为各部门做好服务工作，保证各项事务有序开展；4.负责公司对内、对外公共关系的维护和改善，做好来客接待和公司的各项文化宣传等工作；5.协助公司各种管理规章制度的建立、修订及执行监督；督促有关部门及时完成公司各项工作，并将监督情况及时反馈给领导；6.办公室主任还负责办公室内所有人员管理，卫生管理；7.日常顾客投诉员工投诉的处理；8.公司总部、后勤、仓库的日常管理及门店装修、维修等工作；【任职资格】 1、大专以上学历，金融、法律、行政专业优先； 2、具有3年以上服务型企业中高层管理经验，有台企管理工作经验，熟悉连锁经营管理模式者优先； 3、具有优秀的领导力，擅于团队的建设、人员管理；工作经验老道，善于处理上下级关系，把握全局能力强； 4、良好的执行能力和风险控制能力，高度的责任感和沟通协调能力； 5、出色的人际交往和社会活动能力，有敏锐的洞察力、卓越的商务谈判能力； 6、为人诚实可靠、品行端正，具备较强的组织纪律性、保密意识强 【能力要求】熟悉企业管理的基本知识；善于发现问题并具有较强的沟通协调能力；具备一定的工作计划能力；善于调动部属的工作积极性和发挥其潜能；具有较强的学习能力。
            "
353f9bb447f261f01nxz0t61E1FW,8DqkLzZb8SM.search.20,"
                工作内容：1、人事管理：包括负责人事入职、调动、离职等手续办理；2、人员招聘与培训；3、负责行政后勤管理，包括办公用品、劳保用品等采购、会务、工作计划、考勤管理等工作；4、负责分公司企业文化活动组织等。任职资格:1、大专及以上学历； 2、积极主动，学习能力强，责任心强，执行力强，熟练操作办公软件、熟悉人事基础管理，具备一定沟通和协调能力；3、认同公司企业文化；4、有人力或行政管理相关经验优先。
            "
28e00ea8a260481c1nJ60ti8E1ZW,8DqkLzZb8SM.search.21,"
                工作职责1、接待：负责来访家长的接待，及前台来电的处理；2、服务：热情耐心的解答家长的咨询；3、出纳：收款、统计中心各类基础数据和报表；4、协助：负责校区行政后勤工作，积极协助中心教学、市场等相关工作。职位要求1、35岁以内，中专及以上学历，相关服务性岗位经验者优先考虑；2、熟练使用办公软件，具有一定的问题分析与处理能力；3、责任心强，形象气质良好。福利待遇1、完善的五险一金+福利保障（定制生日礼品+多形式团建）+带薪年假；2、完善的带薪培训+童趣的办公环境+温馨家文化。职位招聘10-15人
            "
0793c7c68352b54f1nxz3tm_GVVV,8DqkLzZb8SM.search.22,"
                1、负责办公室日常办公制度维护、管理。2、负责办公室各部门办公后勤保障工作。3、负责对全体办公人员（各部门）进行日常考勤。4、处理公司对外接待工作。5、组织公司内部各项定期和不定期集体活动。6、协助总经理处理行政外部事务。7、按照公司行政管理制度处理其他相关事务。
            "
5461282bfed133d11n140tu9F1RW,8DqkLzZb8SM.search.23,"
                1、日常招聘工作的执行与招聘渠道的维护2、员工关系工作的管理3、员工考勤、福利、绩效的管理4、人力行政相关数据收集及分析（招聘、食宿、资产）5、上级领导安排的其他工作事项
            "
37d120e780d1701e1nx92d60E1ZW,8DqkLzZb8SM.search.24,"
                1、管理基金产品资料和客户档案归档；2、参与私募证券投资基金产品的设立，日常运营管理支持工作等；3、负责公司基础行政支持工作，包括不限于文件管理、办公用品选购、人员对接等；4、配合组织公司内部各项集体活动，包括不限于聚餐年会；5、协助公司品牌宣传工作，包括但不限于微信号管理，宣传物料及文案优化；6、完成领导交代的其他工作内容；任职要求：1、熟练使用Word，Excel，PPT等办公软件；2、细致认真，执行力强，责任心强，主动；3、善于沟通，积极向上
            "
5073d1aa79674aac1nx42Ni5EVVT,8DqkLzZb8SM.search.25,"
                1、负责招聘工作，应聘人员的预约，接待及面试；2、员工入职手续办理，员工劳动合同的签订、续签与管理；3、公司内部员工档案的建立与管理；4、负责与集团总部的协调工作，做好信息的上传下达；5、负责公司各部门的行政后勤类相关工作；6、负责考勤及工资绩效的核算，社保公积金缴纳；7、负责部门一些日常行政事务，配合集团上级做好行政人事方面的工作；8、负责监督及执行企业管理规章制度、行政人事管理制度以及工作流程、绩效考核制度；9、负责组织企业文化建设工作，包括公司庆典、年会安排、会务组织、文体活动安排等；10、协助上级制定各部门岗位职责说明书，报批后监督并执行；11、协助上级制定员工培训计划，包括新员工培训以及所有员工的培训计划；12、负责对新员工进行企业制度与文化的培训工作，建立企业形象；13、负责协助各部门进行人员招聘工作，包括招聘流程、面试记录与筛选推荐等；14、制定岗位晋升、下调策略，报批通过后加以监督执行；15、制定薪酬上调、下调策略，报批通过后加以监督执行；16、负责离职员工的善后处理工作，包括办公用品、钥匙、出勤核算、离职证明、合同解除等；17、负责管理劳动合同、保密协议、房屋租赁协议以及各类人事行政文档；18、协助各部门做好节假日期间工作安排，包括值班安排、检查门窗、关闭电源电脑等工作；19、负责企业资产配置（包括办公设备、办公用品）的管理工作，包括清点、维护、登记等；20、其他突发事件的处理。
            "
9cb11d205a9684b31nJ5392_ElNQ,8DqkLzZb8SM.search.26,"
                岗位职责：1、负责制订分部、协助所辖各门店制订年度预算及年度工作计划，并推动跟进落实；2、负责分部内的工商注册管理工作并组织实施，对证照做好保管及监督工作；3、负责组织、筹备子公司各类会议的召开；4、负责对子、分公司的各项行政费用进行合理管控，并进行月度汇总工作；5、负责分部的档案、印章、办公用品、通讯按公司规范管理与执行负责对服务类合同的价格、服务质量比较及对服务商的维护工作；6、根据分部的年度预算，对所辖区域内的各项采购成本进行严格管控；7、负责非商品采购商品的台账建立，并保障进出规范管理负责在分部执行总部的资产管理规定与流程。任职要求：1、年龄24-35岁，大专及以上学历，一年以上的同行业岗位经验，党员优先；2、能熟练操作常用办公软件及零售商业操作系统；3、具有管理组织能力、沟通与协调能力、规划执行能力。工作时间：9:00——18:00工作地点：上海市普陀区丹巴路1218号红星世贸大厦D座15楼福利待遇：法定假期 带薪年假 五险一金 员工生日礼 集体生日会 节日礼品卡（春节/中秋/端午）等
            "
7466f154a82896c00HR72tS7F1c~,8DqkLzZb8SM.search.27,"
                一、岗位职责:1.负责运营大区组织氛围的建设，包括标杆挖掘打造，月/季度激励会议筹划，员工各类关怀活动组织；2.负责运营大区业务指标提升的数据跟进与改进方案落地执行；3.负责运营大区门店6S管理工作（包括经纪人形象管理、门店形象管理）；4.统筹运营大区行政管理工作，保障大区后勤正常运转；5.负责运营大区非制式培训工作开展，满足经纪人不同需求；6.承接总部战略落地企业文化价值观渗透，全面解读公司各项规则制定；7.联合各职能部门相关项目的落地与执行，如M竞聘，MVP竞聘，社区专家认证，学习晨会,爱心公益等
            "
eedd0813c10d789d1nN62t-1EVZX,8DqkLzZb8SM.search.28,"
                行政助理💥💥挖掘第一桶金的最佳通道💥💥            岗位职责1、负责公司招聘、培训、员工入职、转正、离职等工作的综合管理；2、负责公司员工薪酬、福利等工作的综合管理；3、做好员工考勤、奖惩管理。并调查各部门对考勤、奖惩的执行情况；4、相关人事工作联络以及有关疑难的解答工作；5、严格执行公司各项制度，各种信息及时录入，并定期整理数据，向上级领导出具数据分析结果；6、参与部门管理；7、配合其他部门有关工作；8、承办领导交办的其他工作。职责范围：1、负责公司人员需求计划的招聘工作，2、负责公司新进员工的培训、考核3、负责员工人事变动管理；4、负责公司人事资料的收集、整理、保管；‼️注：如想混日子不干活拿底薪，请自动点关闭谢谢！！！
            "
5a96f9d749cd36761nxy3965FlNY,8DqkLzZb8SM.search.29,"
                保障办公室行政事务落地，提升城市办公室人员办公体验。包括：1、办公室租赁及改造；2、办公室筹备、运营等全流程的介入和执行；3、办公用品采购、固定资产管理；4、车辆调度及办公室突发事件响应；要求1、五年以上企业行政管理工作经验；2、有团队管理经验，能独当一面，熟悉行政各模块工作的职能及要求；3、有很强的管理策划及沟通协调能力，有较强的控制能力、培训、学习与总结能力；4、有善于发现、分析和解决问题的能力；5、有强烈责任感，能坚持原则，敢抓善管；6、有良好的亲和力和压力承受能力；
            "
4c7c7d0fa82edc911n153Ny7FlNU,8DqkLzZb8SM.search.30,"
                1、负责协助各部门进行人员招聘工作，包括招聘流程、面试记录与筛选推荐等;2、员工入职手续办理，员工劳动合同的签订、续签与管理;3、公司内部员工档案的建立与管理;4、负责考勤及工资绩效的核算;5、负责离职员工的善后处理工作，包括办公用品、钥匙、出勤核算、离职证明、合同解除等;6、负责部门一些日常行政事务，配合上级做好行政人事方面的工作;7、负责制定、监督及执行企业管理规章制度、行政人事管理制度以及工作流程、绩效考核制度;8、负责对新员工进行企业制度与文化的培训工作，建立企业形象;　9、负责离职员工的善后处理工作，包括办公用品、钥匙、出勤核算、离职证明、合同解除等;10、负责企业资产配置(包括办公设备、办公用品)的管理工作，包括清点、维护、登记等;
            "
acf4ef29bff68f6d33V73t-5EVA~,8Dq0tHBscQ3.search.31,"
                职能类别：行政实习生1.         协助上级做好办公室后勤保障工作。2.         协助上级做好办公室环境维护管理工作。3.         协助公司活动执行。4.         协助上级处理其他相关事务和日常工作。岗位要求：1.         大专以上学历，有学生会或见习经验优先。2.         具有良好的沟通能力、判断能力、及亲和力，积极进取，对工作有热情。3.         身体健康，吃苦耐劳，抗压能力强。4.         每周工作时间不低于四天。5.         熟练运用各类办公软件。
            "
77ab742e496c97cd1nN539u-FFpS,8Dq0tHBscQ3.search.32,"
                岗位职责：1.主要负责仓储物流板块的物流会计核算与报表工作；2.制定仓储物流的财务制度与流程建设；3.审核公司各项成本的支出，进行成本核算、费用管理、成本分析，各种往来款项管理；4.协调对外审计，税务的管理 5.团队管理工作。  岗位要求： 1、3年以上物流行业财务管理工作经验，财务专业能力扎实； 2、具有较强的判断和决策能力，人际沟通能力，计划与协调能力；3、较强的工作热情和使命感。
            "
979ba82f60aa29991nJz3NW5GFBV,8Dq0tHBscQ3.search.33,"
                多元营销中心行政助理岗位职责:1.负责一线科室人员相关行政工作的处理。2.负责各类办公用品的申请和发放。3.负责相关行政类费用的报销。 岗位要求：1. 性别不限，年龄24-30岁2. 全日制大专及以上学历（优先本科）； 3. 有一年以上行政工作经验；   4. 工作勤奋踏实，有较强的组织沟通协调能力；  5.有组织策划团队活动等相关经验6.能熟练运用办公软件，擅长报表统计和PPT制作；  7.具备一定的写作能力；  8.有较强的责任心和团队精神、能承担较大的工作压力
            "
7e94d2d0670f91fa1nJ60t61ElBV,8Dq0tHBscQ3.search.34,"
                职业描述：1.日常行政管理工作。2.公司各项物资采购(包含商务采购)、管理和发放。3.办公区域环境管理和安全工作。4.公司文件档案、库存及固定资产管理工作。5.公司会议及活动，承担接待工作。6.人事管理及员工活动。7.对其他部门的后勤和文秘支持工作。职位要求：1.统招专科及以上学历，专业不限2.较强的亲和力、责任心，良好的学习能力、执行力、团队精神，一个内部大管家的角色3.本职位实际包含人事 行政 采购 文秘的工作职责，除特殊情况，如项目集中期或公司活动，基本无需加班4.公司在闵行近紫竹园区附近，如通勤太远请自行斟酌
            "
c2f990004f6cdc8c1nJ83tq7E1ZZ,8Dq0tHBscQ3.search.35,"
                1、协助日常行政工作的组织与管理；2、负责或协助公司内部、外部培训活动，各级平台项目公司营销活动，展会筹3、负责或协助各项行政接待、项目考察、员工团建等各项活动。4、负责公司车辆管理、绿化、消防、电梯等日常维护工作；5、负责或协助公司安全保障管理的实施和落实；6、负责或协助公司的通讯网络建立、维护、保障各部门通讯设施设备的使用；7、负责或协助后勤（酒店、园区、员工餐厅）及公司资产的调度及管理（例如园区、办公环境与秩序管理、办公用品、车辆等）；8、完成上级交办的其他工作。任职资格：1、大专以上学历2、5年以上行政工作经验，有园区行政管理背景经验者优先；3、具有良好的沟通协调能力及良好的团队合作意识，责任心强；4、工作细致严谨，性格热情开朗，承压能力强
            "
a5e6ff9e4f8e7cba1n172ty1FVRS,8Dq0tHBscQ3.search.36,"
                1、负责网点现场人员招聘实施及入职办理操作；2、负责员工事务调动、离职、社保考勤以及劳动合同续签等基础性事务工作；3、负责网点物资需求提交申领、物资定期盘点、异常资产及闲置上报清理工作；4、负责网点物业安全维保、水电费用报销、场地租赁洽谈及场地安全排查异常及时上报整改；5、负责网点行政涉及后勤宽带、直饮机、名片以及SIM卡基础事务性工作；6、协助分部负责人按需开展团队活动及组织月度座谈会，营造积极向上的工作氛围；7、协助分部负责人定期召开分部大会或分部管理例会并按需完成相关会议记要；8、协助分部推动专项6S标准化及员工宿舍现场巡查；9、主动收集和关注网点需求，异常问题和突发事件，协调资源推动问题解决，实现闭环；10、协助相关部门通过线上线下渠道，向网点传达所需学习和掌握的最新政策、制度、规范及要求；11、服从安排，协助完成上级交办的其他工作。要求：2、抗压能力较好；3、沟通表达顺畅
            "
8290f91a17430cd81n193N69ElRQ,8Dq0tHBscQ3.search.37,"
                1、负责固定资产的管理工作，包括需求调研、流程跟进、盘点、转移等；2、负责各类会议的支持工作，包括准备、安排、组织、跟进等；3、负责各类办公物资物品的采购工作；4、负责各类员工活动的开展、配合工作；5、负责公司制度规定的落地实施及宣贯；6、其他行政相关的日常工作及后勤保障。任职要求：1、本科及以上学历，行政相关经验者优先；2、严谨细致，责任心强，具有较好的沟通、协调、团队协作能力；3、亲和力强，思路清晰，性格开朗，有较好的活动组织能力。
            "
02b3e5fec7d586541nx93tS4EFtT,8Dq0tHBscQ3.search.38,"
                1.主导公司各部门进行公司优势、劣势、风险、机遇等分析，协助总经理根据公司的长、中、短期战略目标制定供应链中心各部门工作目标及工作计划；2.依据公司的年度经营目标及经营计划，拟定供应链中心年度人力资源及行政后勤管理目标与年度工作规划，编制并控制各部门年度人力成本预算，配合公司的“目标管理责任制”，确保人力资源规划目标及行政后勤管理目标的达成；3.根据本部门的年度人力资源及行政后勤管理目标与年度工作规划，拟定并实施部门的年度、月度、周工作计划，每月准时提交本部门的工作计划与工作总结给总经理；4.主导全公司“目标管理”绩效考核的推行，与财务部及各相关职能部门完成对各部门、各岗位、各员工的工作业绩量化考核；督导人力资源专员及时收集各部门及各岗位与“目标管理”绩效考核有关的年、季、月、周、日度报表，发现问题及时向总经理汇报；5.依据公司的经营目标及经营计划，主导设置供应链管理中心组织机构，进行各岗位的定岗、定员、定编，进行职位分析与岗位描述，明确各岗位权、责、利及任职资格要求；6.依公司经营发展战略的人力需求，开发短、中、长期人力资源，合理调配公司的人力资源；建全并执行公司的薪资、福利制度；7.建立规范化的招聘系统，并实施各类管理、技术研发人员的招幕工作；建立并实施培训系统及编制、实施年度培训计划，外部培训机构及培训课程的评定与选择；协助帮助员工建立职业生涯规划；8.人事政策制订与修改、人事规章制度的规划、制定、检讨与修订，使员工的管理有章可循；各类人事表单及人事工作流程制定，修订及呈报；9.深化与宣传公司企业文化，将企业文化落实到企业管理制度与管理规范中；建立积极向上、团结友爱、协作忠诚的企业文化氛围，建立学习型企业；10.负责组织供应链管理中心管理标准、规章制度的拟定、修改和编写工作，主导专用管理标准及管理制度的拟定、讨论、修改工作；呈报审批并监督实施；11.负责撰写公司性质各类会议的会议记录，并检查督促会议决议的贯彻实施；12.协调各部门工作之间沟通。任职条件：1.10年以上制造业人力资源管理工作经验，5年以上GR相关工作经验；2.全日制大专以上学历，精通人力资源规划、配置、开发；3.具有总助或风控相关工作经验优先录用。
            "
931018f58a22594a1nN-3du9E1NZ,8Dq0tHBscQ3.search.39,"
                岗位职责：1. 负责前台日常工作，电话接听、转接，做好各种来电咨询工作2. 负责来宾接待、会议的安排3. 收发公司文件和快递并做好登记工作，复印文档等4. 购置办公设备、办公用品，负责发放及记录5. 负责每月员工考勤休假记录统计6. 协调面试邀约和安排，部分行政、人事的工作协助7. 完成公司临时指派的其他工作任务及协助其他部门完成相关工作人员要求：1. 大专及以上学历2. 具备基本的英文沟通能力3. 沟通能力良好，执行力和学习能力4. 工作细致、认真、有责任心，思维灵敏活跃，能够很好的处理较复杂或突发性事件5.熟练使用各种办公软件，熟练使用各种办公自动化设备和网络
            "
97b984cae25bffca1n163tW4F1ZW,8Dq0tHBscQ3.search.40,"
                1、负责公司日常行政、内勤工作;2、负责来访客人做好接待、登记、引导工作，及时通知被访人员。3、负责前台访客接待、快递的收发等日常前台工作；4、辅助完成上级交给的其它事务性工作。任职要求：1、大专以上学历，性格大方、灵活能干、接人待物大方得体；2、熟练使用office、PPT办公软件；3、沟通能力强、有团队合作精神、有责任心；4、工作认真负责，积极主动。
            "
34a04be97783a4731nN-39q5GVBU,8Dq0tHBscQ3.search.41,"
                岗位职责:1、负责公司行政、后勤及日常事务处理及相关外联活动；2、协调并支持配合公司各部门对人力计划、行政开支的管理工作；3、执行公司各项规章制度和工作程序，向上级汇报公司行政规章制度的实施情况并提出修改建议；4、组织指导公司的行政检查和职能检查工作；>5、根据公司各项费用的预算，组织办理公司的办公用品、设备、设施的购买与发放。...
            "
